time,v1,v2,v3,v4,i12,i34
0.0523,-7.5011106963046,-7.05426717033204,-4.56325204810331,-0.617340266584333,-0.446843525972562,-0.308670133292166
0.0524,-7.28968627421411,-6.83060702954407,-4.42733467277993,-0.632821117258414,-0.459079244670044,-0.316410558629207
0.0525,-7.07106781186546,-6.60019750667722,-4.28704565616445,-0.647688857965854,-0.470870305188236,-0.323844428982927
0.0526,-6.84547105928686,-6.363266018056,-4.14252345152113,-0.661928760943406,-0.482205041230855,-0.330964380471703
0.0527,-6.61311865323653,-6.120046416273,-3.99391068973722,-0.675526718267502,-0.493072236963532,-0.337763359133751
0.0528,-6.3742398974869,-5.87077875940495,-3.84135403857237,-0.688469255776034,-0.503461138081953,-0.344234627888017
0.0529,-6.12907053652975,-5.61570907410522,-3.68500405790668,-0.70074354636471,-0.513361462424531,-0.350371773182355
0.053,-5.87785252292471,-5.35508911280558,-3.52501505116498,-0.712337422644834,-0.522763410119129,-0.356168711322417
0.0531,-5.62083377852133,-5.0891761052675,-3.36154491302942,-0.723239388950033,-0.531657673253825,-0.361619694475017
0.0532,-5.35826794978998,-4.8182325047278,-3.1947549736252,-0.733438632680083,-0.540035445062177,-0.366719316340041
0.0533,-5.09041415750371,-4.5425257288898,-3.02480983929847,-0.742925034970629,-0.547888428613912,-0.371462517485314
0.0534,-4.81753674101713,-4.26232789601466,-2.85187723017903,-0.751689180678286,-0.555208845002479,-0.375844590339143
0.0535,-4.53990499739543,-3.97791555637406,-2.67612781465133,-0.759722367671247,-0.561989441021375,-0.379861183835624
0.0536,-4.25779291565074,-3.68956941932908,-2.497735040935,-0.767016615416245,-0.568223496321667,-0.383508307708122
0.0537,-3.97147890634781,-3.39757407630415,-2.31687496590317,-0.773564672853382,-0.573904830043655,-0.386782336426691
0.0538,-3.68124552684677,-3.10221771993064,-2.1337260813447,-0.779360025551069,-0.579027806916122,-0.389680012775534
0.0539,-3.38737920245289,-2.80379185963572,-1.94846913780553,-0.784396902133999,-0.583587342817162,-0.392198451067
