time,v1,v2,i12,i34
0.0551,-2.74412188547154,0.572763338823736,0.314107590781292,3.05822947625283
0.0552,-2.4615488819648,0.547952164654932,0.627905195293158,3.08945407725796
0.0553,-2.176546626898,0.522600227854676,0.941083133185184,3.11762976008319
0.0554,-1.88939638308818,0.496732547723777,1.25333233564303,3.14272871873121
0.0555,-1.60038153315784,0.470374652539551,1.56434465040231,3.16472618356015
0.0556,-1.30978729987071,0.443552554362279,1.87381314585726,3.18360044572797
0.0557,-1.01790046465117,0.41629272336459,2.18143241396546,3.19933287861662
0.0558,-0.725009084565689,0.388622061708526,2.48689887164853,3.21190795621422
0.0559,-0.431402208045143,0.360567876996489,2.78991106039229,3.22131326843743
0.056,-0.1373695896291,0.332157855321732,3.09016994374948,3.22753953337858
0.0561,0.156798595987054,0.303420033945662,3.38737920245294,3.23058060646588
0.0562,0.45081204031944,0.274382773628388,3.68124552684675,3.23043348652731
0.0563,0.744380587595243,0.245074730640198,3.97147890634779,3.22709831875255
0.0564,1.03721452110123,0.215524828481082,4.25779291565073,3.2205783945495
0.0565,1.3290248490993,0.185762229336869,4.53990499739549,3.21088014829618
0.0566,1.61952359002641,0.155816305299632,4.81753674101718,3.19801315099077
0.0567,1.90842405669757,0.125716609380951,5.0904141575037,3.18199010080612
0.0568,2.19544113923163,0.0954928463467806,5.35826794978996,3.16282681055834
0.0569,2.48029158642007,0.0651748434022412,5.62083377852132,3.14054219210125
0.057,2.76269428526193,0.0347925207559047,5.87785252292475,3.11515823766282
0.0571,3.04237053838836,0.00437586209212066,6.1290705365298,3.08669999814144
0.0572,3.31904433910321,-0.026045115019283,6.37423989748689,3.05519555838367
0.0573,3.59244264376847,-0.0564403887466118,6.61311865323652,3.02067600946805
0.0574,3.86229564126518,-0.0867799626243915,6.8454710592869,2.98317541802172
0.0575,4.12833701926456,-0.117033895156144,7.0710678118655,2.94273079260094
0.0576,4.39030422704609,-0.147172329363064,7.28968627421415,2.89938204716806
0.0577,4.64793873460335,-0.177165522249268,7.50111069630459,2.85317196170124
0.0578,4.90098628778203,-0.206983874154449,7.7051324277579,2.80414613997587
0.0579,5.1491971591979,-0.236597957965317,7.90155012375692,2.75235296455902
0.058,5.39232639468774,-0.265978548156521,8.09016994374946,2.69784354906172
0.0581,5.63013405504949,-0.29509664963266,8.27080574274561,2.64067168769612
0.0582,5.86238545283323,-0.323923526343072,8.44327925502015,2.58089380218692
0.0583,6.0888513839494,-0.352430729640754,8.60742027003945,2.51856888609005
0.0584,6.30930835386553,-0.380590126357783,8.76306680043862,2.4537584465731
0.0585,6.52353879816844,-0.408373926569289,8.91006524188367,2.38652644371524
0.0586,6.73133129727394,-0.435754711018862,9.04827052466019,2.31693922738626
0.0587,6.93248078507251,-0.462705458177969,9.17754625683982,2.24506547176731
0.0588,7.12678875130476,-0.489199570912969,9.29776485888253,2.17097610757776
