time, v_inv, v_c, i1, i2
0.026219,388.58,288.3,4.7033,6.3466
0.02622,399.37,288.14,4.879,6.3401
0.026221,408.46,288.01,5.0715,6.3329
0.026222,415.7,287.89,5.2778,6.3251
0.026223,420.97,287.8,5.4947,6.3169
0.026224,424.18,287.73,5.7187,6.3084
0.026225,425.29,287.68,5.9464,6.2997
0.026226,424.27,287.66,6.1742,6.2911
0.026227,421.13,287.66,6.3985,6.2826
0.026228,415.92,287.68,6.6158,6.2745
0.026229,408.72,287.72,6.8227,6.2668
0.02623,399.64,287.79,7.0158,6.2597
0.026231,388.83,287.87,7.1922,6.2534
0.026232,376.44,287.98,7.3491,6.2479
0.026233,362.67,288.09,7.4839,6.2434
0.026234,347.74,288.22,7.5945,6.24
0.026235,331.88,288.36,7.6792,6.2376
0.026236,315.34,288.51,7.7367,6.2365
0.026237,298.38,288.66,7.7659,6.2365
0.026238,281.27,288.82,7.7664,6.2378
0.026239,264.27,288.97,7.7382,6.2404
0.02624,247.65,289.11,7.6817,6.2441
0.026241,231.67,289.25,7.5978,6.2491
0.026242,216.6,289.38,7.4877,6.2551
0.026243,202.66,289.5,7.3533,6.2622
0.026244,190.07,289.6,7.1966,6.2703
0.026245,179.04,289.68,7.02,6.2791
0.026246,169.74,289.75,6.8264,6.2888
0.026247,162.32,289.79,6.6188,6.2989
0.026248,156.9,289.81,6.4004,6.3096
0.026249,153.56,289.81,6.1748,6.3205
0.02625,152.36,289.78,5.9454,6.3316
0.026251,153.33,289.73,5.7159,6.3426
0.026252,156.44,289.66,5.49,6.3535
0.026253,161.65,289.56,5.2712,6.3641
0.026254,168.88,289.44,5.063,6.3742
0.026255,178.02,289.3,4.8687,6.3836
0.026256,188.92,289.14,4.6914,6.3924
0.026257,201.41,288.96,4.534,6.4002
0.026258,215.31,288.76,4.3989,6.4071
0.026259,230.38,288.56,4.2883,6.4129
0.02626,246.4,288.34,4.2041,6.4175
0.026261,263.11,288.12,4.1475,6.421
0.026262,280.24,287.89,4.1196,6.4232
0.026263,297.53,287.66,4.1208,6.4242
0.026264,314.71,287.43,4.1511,6.4239
0.026265,331.5,287.2,4.2101,6.4224
0.026266,347.63,286.99,4.297,6.4197
0.026267,362.85,286.78,4.4103,6.4158
0.026268,376.92,286.58,4.5484,6.4109
0.026269,389.62,286.41,4.7091,6.405
0.02627,400.73,286.25,4.89,6.3983
0.026271,410.09,286.11,5.0881,6.3908
0.026272,417.54,285.99,5.3005,6.3828
0.026273,422.97,285.89,5.5237,6.3743
0.026274,426.27,285.82,5.7544,6.3655
0.026275,427.41,285.77,5.9888,6.3565
0.026276,426.36,285.74,6.2233,6.3476
0.026277,423.12,285.74,6.4542,6.3388
0.026278,417.76,285.77,6.6779,6.3304
0.026279,410.35,285.81,6.8908,6.3224
0.02628,401,285.88,7.0896,6.3151
0.026281,389.86,285.97,7.2712,6.3085
0.026282,377.1,286.07,7.4326,6.3028
0.026283,362.93,286.19,7.5714,6.2981
0.026284,347.56,286.32,7.6852,6.2945
0.026285,331.23,286.47,7.7724,6.2921
0.026286,314.2,286.62,7.8314,6.2908
0.026287,296.74,286.78,7.8614,6.2908
0.026288,279.11,286.93,7.8619,6.2921
0.026289,261.61,287.09,7.8328,6.2947
0.02629,244.5,287.24,7.7746,6.2985
0.026291,228.06,287.38,7.6881,6.3035
0.026292,212.53,287.52,7.5748,6.3097
0.026293,198.18,287.63,7.4363,6.317
0.026294,185.23,287.74,7.2749,6.3252
0.026295,173.87,287.82,7.0931,6.3343
0.026296,164.3,287.89,6.8937,6.3441
0.026297,156.66,287.93,6.6799,6.3545
0.026298,151.08,287.95,6.4551,6.3654
0.026299,147.65,287.95,6.2227,6.3766
0.0263,146.42,287.92,5.9866,6.388
0.026301,147.41,287.87,5.7503,6.3993
0.026302,150.61,287.79,5.5177,6.4104
0.026303,155.97,287.69,5.2924,6.4212
0.026304,163.42,287.57,5.078,6.4316
0.026305,172.82,287.42,4.878,6.4412
0.026306,184.05,287.26,4.6954,6.4502
0.026307,196.91,287.07,4.5333,6.4582
0.026308,211.21,286.87,4.3942,6.4652
0.026309,226.73,286.66,4.2803,6.4711
0.02631,243.22,286.43,4.1935,6.4758
0.026311,260.42,286.2,4.1353,6.4793
0.026312,278.05,285.97,4.1065,6.4816
0.026313,295.85,285.73,4.1076,6.4825
0.026314,313.53,285.49,4.1388,6.4821
0.026315,330.81,285.26,4.1995,6.4805
0.026316,347.41,285.04,4.2888,6.4776
0.026317,363.08,284.82,4.4054,6.4736
0.026318,377.56,284.63,4.5475,6.4685
0.026319,390.62,284.44,4.7129,6.4624
0.02632,402.06,284.28,4.899,6.4554
0.026321,411.69,284.13,5.1028,6.4476
0.026322,419.36,284.01,5.3214,6.4393
0.026323,424.94,283.91,5.5511,6.4305
0.026324,428.34,283.83,5.7884,6.4213
0.026325,429.51,283.78,6.0296,6.412
0.026326,428.43,283.76,6.2709,6.4028
0.026327,425.1,283.75,6.5085,6.3937
0.026328,419.58,283.78,6.7386,6.3849
0.026329,411.95,283.83,6.9577,6.3767
0.02633,402.32,283.89,7.1623,6.369
0.026331,390.86,283.98,7.349,6.3622
0.026332,377.73,284.09,7.5151,6.3563
0.026333,363.14,284.21,7.6579,6.3514
0.026334,347.32,284.35,7.775,6.3476
0.026335,330.52,284.5,7.8646,6.345
0.026336,312.99,284.65,7.9253,6.3436
0.026337,295.02,284.81,7.9562,6.3435
0.026338,276.89,284.98,7.9566,6.3448
0.026339,258.87,285.14,7.9266,6.3473
0.02634,241.27,285.29,7.8667,6.3512
0.026341,224.35,285.44,7.7777,6.3563
0.026342,208.38,285.57,7.661,6.3626
0.026343,193.61,285.7,7.5184,6.3699
0.026344,180.28,285.8,7.3523,6.3783
0.026345,168.59,285.89,7.1652,6.3876
0.026346,158.75,285.96,6.96,6.3976
0.026347,150.89,286,6.7399,6.4083
0.026348,145.15,286.02,6.5085,6.4194
0.026349,141.62,286.02,6.2694,6.4308
0.02635,140.35,285.99,6.0264,6.4424
0.026351,141.37,285.94,5.7832,6.454
0.026352,144.67,285.86,5.5438,6.4654
0.026353,150.19,285.75,5.312,6.4764
0.026354,157.85,285.62,5.0914,6.487
0.026355,167.53,285.47,4.8855,6.4968
0.026356,179.07,285.3,4.6977,6.5059
0.026357,192.31,285.11,4.5308,6.5141
0.026358,207.03,284.91,4.3876,6.5212
0.026359,222.99,284.69,4.2704,6.5272
0.02636,239.95,284.46,4.1811,6.532
0.026361,257.65,284.22,4.1211,6.5356
0.026362,275.79,283.97,4.0914,6.5378
0.026363,294.1,283.73,4.0926,6.5387
0.026364,312.29,283.49,4.1246,6.5382
0.026365,330.06,283.25,4.187,6.5364
0.026366,347.14,283.02,4.2788,6.5334
0.026367,363.26,282.8,4.3987,6.5292
0.026368,378.15,282.59,4.5449,6.5238
0.026369,391.59,282.4,4.7149,6.5175
0.02637,403.35,282.23,4.9063,6.5102
0.026371,413.26,282.08,5.116,6.5021
0.026372,421.14,281.96,5.3407,6.4935
0.026373,426.88,281.85,5.5769,6.4843
0.026374,430.38,281.77,5.821,6.4748
0.026375,431.58,281.72,6.0691,6.4652
0.026376,430.46,281.7,6.3172,6.4556
0.026377,427.04,281.69,6.5616,6.4461
0.026378,421.36,281.72,6.7983,6.4371
0.026379,413.51,281.77,7.0235,6.4285
0.02638,403.61,281.84,7.2339,6.4206
0.026381,391.81,281.93,7.426,6.4134
0.026382,378.31,282.04,7.5967,6.4073
0.026383,363.3,282.17,7.7435,6.4021
0.026384,347.03,282.31,7.8639,6.3981
0.026385,329.74,282.46,7.956,6.3954
0.026386,311.72,282.62,8.0185,6.3939
0.026387,293.24,282.78,8.0501,6.3938
0.026388,274.59,282.95,8.0505,6.395
0.026389,256.06,283.11,8.0196,6.3975
0.02639,237.96,283.27,7.9579,6.4014
0.026391,220.55,283.42,7.8663,6.4065
0.026392,204.13,283.56,7.7463,6.4129
0.026393,188.94,283.69,7.5997,6.4204
0.026394,175.23,283.8,7.4288,6.429
0.026395,163.22,283.89,7.2363,6.4384
0.026396,153.09,283.96,7.0252,6.4487
0.026397,145.01,284,6.7989,6.4596
0.026398,139.11,284.02,6.5609,6.4709
0.026399,135.48,284.02,6.3149,6.4826
0.0264,134.18,283.99,6.0649,6.4945
0.026401,135.23,283.93,5.8149,6.5063
0.026402,138.62,283.85,5.5686,6.5179
0.026403,144.3,283.74,5.3302,6.5292
0.026404,152.18,283.61,5.1033,6.54
0.026405,162.13,283.46,4.8916,6.5501
0.026406,174.01,283.28,4.6983,6.5593
0.026407,187.62,283.09,4.5267,6.5677
0.026408,202.75,282.87,4.3795,6.5749
0.026409,219.17,282.65,4.2589,6.5811
0.02641,236.61,282.41,4.167,6.5859
0.026411,254.8,282.16,4.1053,6.5895
0.026412,273.46,281.91,4.0747,6.5917
0.026413,292.28,281.66,4.0758,6.5925
0.026414,310.98,281.41,4.1087,6.592
0.026415,329.25,281.17,4.1728,6.5901
0.026416,346.81,280.93,4.2671,6.5869
0.026417,363.38,280.7,4.3904,6.5825
0.026418,378.69,280.49,4.5406,6.577
0.026419,392.5,280.3,4.7154,6.5704
0.02642,404.6,280.12,4.912,6.5628
0.026421,414.78,279.97,5.1276,6.5545
0.026422,422.89,279.84,5.3585,6.5455
0.026423,428.78,279.73,5.6014,6.536
0.026424,432.38,279.65,5.8522,6.5262
0.026425,433.61,279.6,6.1072,6.5163
0.026426,432.46,279.57,6.3622,6.5063
0.026427,428.93,279.57,6.6134,6.4966
0.026428,423.09,279.59,6.8566,6.4872
0.026429,415.02,279.64,7.0882,6.4783
0.02643,404.84,279.71,7.3043,6.4701
0.026431,392.72,279.81,7.5017,6.4627
0.026432,378.83,279.92,7.6772,6.4563
0.026433,363.41,280.05,7.828,6.451
0.026434,346.68,280.19,7.9517,6.4468
0.026435,328.91,280.35,8.0464,6.4439
0.026436,310.38,280.51,8.1105,6.4424
0.026437,291.38,280.68,8.143,6.4421
0.026438,272.21,280.85,8.1433,6.4433
0.026439,253.17,281.02,8.1115,6.4459
0.02644,234.56,281.18,8.0481,6.4498
0.026441,216.68,281.34,7.9539,6.4551
0.026442,199.8,281.48,7.8304,6.4616
0.026443,184.19,281.61,7.6797,6.4692
0.026444,170.1,281.72,7.504,6.478
0.026445,157.76,281.82,7.3061,6.4876
0.026446,147.35,281.89,7.0891,6.4981
0.026447,139.05,281.93,6.8564,6.5092
0.026448,132.98,281.96,6.6118,6.5209
0.026449,129.25,281.95,6.359,6.5328
0.02645,127.92,281.92,6.102,6.545
0.026451,129,281.86,5.845,6.5571
0.026452,132.49,281.78,5.5919,6.569
0.026453,138.33,281.67,5.3468,6.5805
0.026454,146.42,281.53,5.1135,6.5916
0.026455,156.65,281.37,4.8959,6.6019
0.026456,168.86,281.19,4.6973,6.6114
0.026457,182.84,280.99,4.5209,6.6199
0.026458,198.39,280.77,4.3695,6.6273
0.026459,215.26,280.54,4.2456,6.6336
0.02646,233.19,280.3,4.1511,6.6385
0.026461,251.88,280.04,4.0876,6.6421
0.026462,271.05,279.79,4.0561,6.6444
0.026463,290.39,279.53,4.0572,6.6452
0.026464,309.6,279.27,4.0909,6.6446
0.026465,328.38,279.02,4.1567,6.6426
0.026466,346.42,278.77,4.2536,6.6393
0.026467,363.44,278.54,4.3802,6.6348
0.026468,379.17,278.32,4.5344,6.629
0.026469,393.36,278.12,4.714,6.6222
0.02647,405.79,277.94,4.916,6.6144
0.026471,416.25,277.79,5.1374,6.6058
0.026472,424.57,277.65,5.3746,6.5965
0.026473,430.63,277.54,5.624,6.5867
0.026474,434.32,277.46,5.8817,6.5766
0.026475,435.59,277.4,6.1436,6.5664
0.026476,434.4,277.37,6.4056,6.5561
0.026477,430.78,277.37,6.6635,6.546
0.026478,424.77,277.4,6.9133,6.5363
0.026479,416.48,277.45,7.1512,6.5272
0.02648,406.02,277.52,7.3732,6.5187
0.026481,393.56,277.62,7.5759,6.5111
0.026482,379.3,277.73,7.7561,6.5045
0.026483,363.45,277.87,7.911,6.4989
0.026484,346.26,278.02,8.038,6.4946
0.026485,328.01,278.17,8.1352,6.4916
0.026486,308.98,278.34,8.201,6.49
0.026487,289.46,278.52,8.2343,6.4897
0.026488,269.77,278.69,8.2346,6.4909
0.026489,250.21,278.86,8.2019,6.4935
0.02649,231.1,279.03,8.1366,6.4974
0.026491,212.73,279.19,8.0398,6.5028
0.026492,195.39,279.34,7.913,6.5094
0.026493,179.36,279.47,7.7581,6.5173
0.026494,164.89,279.58,7.5776,6.5262
0.026495,152.21,279.68,7.3743,6.5361
0.026496,141.53,279.75,7.1514,6.5468
0.026497,133,279.8,6.9124,6.5582
0.026498,126.78,279.82,6.661,6.5701
0.026499,122.95,279.82,6.4013,6.5823
0.0265,121.58,279.79,6.1374,6.5947
0.026501,122.69,279.73,5.8733,6.6071
0.026502,126.28,279.64,5.6134,6.6193
0.026503,132.27,279.53,5.3616,6.6311
0.026504,140.59,279.39,5.122,6.6424
0.026505,151.1,279.22,4.8985,6.6529
0.026506,163.63,279.04,4.6945,6.6626
0.026507,178,278.83,4.5132,6.6714
0.026508,193.97,278.6,4.3577,6.6789
0.026509,211.29,278.37,4.2304,6.6853
0.02651,229.69,278.11,4.1333,6.6903
0.026511,248.89,277.86,4.0681,6.694
0.026512,268.57,277.59,4.0357,6.6962
0.026513,288.44,277.32,4.0368,6.697
0.026514,308.16,277.06,4.0713,6.6964
0.026515,327.44,276.8,4.1388,6.6943
0.026516,345.96,276.55,4.2383,6.6909
0.026517,363.44,276.31,4.3682,6.6861
0.026518,379.59,276.09,4.5265,6.6802
0.026519,394.16,275.88,4.7108,6.6731
0.02652,406.91,275.7,4.9182,6.6651
0.026521,417.65,275.53,5.1454,6.6562
0.026522,426.19,275.39,5.389,6.6466
0.026523,432.41,275.28,5.645,6.6365
0.026524,436.2,275.2,5.9095,6.6261
0.026525,437.49,275.14,6.1783,6.6155
0.026526,436.27,275.11,6.4472,6.6049
0.026527,432.55,275.11,6.712,6.5945
0.026528,426.38,275.13,6.9684,6.5845
0.026529,417.87,275.18,7.2125,6.575
0.02653,407.13,275.26,7.4404,6.5663
0.026531,394.34,275.36,7.6484,6.5584
0.026532,379.69,275.48,7.8334,6.5515
0.026533,363.42,275.61,7.9923,6.5458
0.026534,345.78,275.76,8.1227,6.5413
0.026535,327.04,275.93,8.2224,6.5382
0.026536,307.51,276.1,8.2898,6.5364
0.026537,287.47,276.28,8.324,6.5361
0.026538,267.26,276.46,8.3243,6.5372
0.026539,247.19,276.63,8.2907,6.5398
0.02654,227.57,276.81,8.2236,6.5438
0.026541,208.71,276.97,8.1242,6.5492
0.026542,190.91,277.12,7.994,6.556
0.026543,174.46,277.26,7.835,6.5639
0.026544,159.61,277.37,7.6496,6.573
0.026545,146.6,277.47,7.4409,6.5831
0.026546,135.64,277.54,7.2121,6.594
0.026547,126.89,277.59,6.9667,6.6057
0.026548,120.5,277.62,6.7087,6.6178
0.026549,116.57,277.61,6.4422,6.6303
0.02655,115.17,277.58,6.1712,6.643
0.026551,116.32,277.52,5.9002,6.6556
0.026552,120,277.43,5.6333,6.6681
0.026553,126.15,277.31,5.3749,6.6801
0.026554,134.69,277.17,5.129,6.6916
0.026555,145.47,277,4.8996,6.7024
0.026556,158.34,276.81,4.6902,6.7123
0.026557,173.08,276.59,4.5042,6.7212
0.026558,189.47,276.36,4.3445,6.7289
0.026559,207.25,276.12,4.2138,6.7353
0.02656,226.13,275.86,4.1142,6.7404
0.026561,245.83,275.59,4.0472,6.7441
0.026562,266.03,275.32,4.0139,6.7463
0.026563,286.41,275.05,4.015,6.7471
0.026564,306.65,274.78,4.0504,6.7464
0.026565,326.43,274.51,4.1196,6.7442
0.026566,345.43,274.25,4.2216,6.7406
0.026567,363.36,274.01,4.3548,6.7356
0.026568,379.93,273.78,4.5172,6.7295
0.026569,394.88,273.57,4.7063,6.7221
0.02657,407.96,273.38,4.919,6.7138
0.026571,418.98,273.21,5.1521,6.7046
0.026572,427.74,273.07,5.4019,6.6947
0.026573,434.12,272.95,5.6645,6.6843
0.026574,438,272.86,5.9358,6.6735
0.026575,439.33,272.8,6.2116,6.6626
0.026576,438.07,272.77,6.4874,6.6516
0.026577,434.25,272.77,6.759,6.6409
0.026578,427.92,272.8,7.022,6.6305
0.026579,419.18,272.85,7.2724,6.6208
0.02658,408.16,272.93,7.5061,6.6117
0.026581,395.04,273.03,7.7195,6.6035
0.026582,380.02,273.15,7.9091,6.5964
0.026583,363.32,273.29,8.0721,6.5905
0.026584,345.23,273.44,8.2058,6.5858
0.026585,326,273.61,8.308,6.5825
0.026586,305.96,273.79,8.3772,6.5806
0.026587,285.41,273.97,8.4122,6.5802
0.026588,264.68,274.15,8.4125,6.5812
0.026589,244.09,274.33,8.3779,6.5838
0.02659,223.97,274.51,8.3091,6.5879
0.026591,204.63,274.68,8.2071,6.5934
0.026592,186.38,274.83,8.0735,6.6002
0.026593,169.5,274.97,7.9104,6.6083
0.026594,154.28,275.09,7.7202,6.6175
0.026595,140.93,275.19,7.5061,6.6278
0.026596,129.69,275.27,7.2714,6.6389
0.026597,120.72,275.32,7.0197,6.6508
0.026598,114.17,275.34,6.7551,6.6632
0.026599,110.15,275.33,6.4817,6.6759
0.0266,108.71,275.3,6.2038,6.6888
0.026601,109.89,275.24,5.9258,6.7017
0.026602,113.66,275.14,5.6521,6.7144
0.026603,119.98,275.02,5.387,6.7267
0.026604,128.73,274.88,5.1348,6.7384
0.026605,139.79,274.7,4.8995,6.7494
0.026606,152.99,274.51,4.6847,6.7595
0.026607,168.11,274.29,4.4939,6.7685
0.026608,184.91,274.05,4.3302,6.7763
0.026609,203.14,273.8,4.1961,6.7829
0.02661,222.51,273.54,4.0939,6.788
0.026611,242.71,273.26,4.0252,6.7918
0.026612,263.42,272.99,3.991,6.794
0.026613,284.32,272.71,3.992,6.7947
0.026614,305.07,272.43,4.0283,6.7939
0.026615,325.35,272.15,4.0992,6.7916
0.026616,344.83,271.89,4.2038,6.7878
0.026617,363.21,271.64,4.3403,6.7827
0.026618,380.2,271.4,4.5068,6.7763
0.026619,395.52,271.18,4.7006,6.7687
0.02662,408.93,270.99,4.9186,6.7601
0.026621,420.22,270.82,5.1575,6.7506
0.026622,429.2,270.67,5.4136,6.7404
0.026623,435.73,270.55,5.6828,6.7297
0.026624,439.71,270.46,5.9609,6.7185
0.026625,441.07,270.4,6.2435,6.7072
0.026626,439.78,270.37,6.5262,6.696
0.026627,435.86,270.37,6.8045,6.6849
0.026628,429.37,270.39,7.0741,6.6742
0.026629,420.41,270.45,7.3307,6.6641
0.02663,409.11,270.53,7.5702,6.6548
0.026631,395.66,270.63,7.7889,6.6464
0.026632,380.26,270.75,7.9833,6.639
0.026633,363.15,270.9,8.1503,6.6328
0.026634,344.59,271.06,8.2873,6.628
0.026635,324.89,271.23,8.392,6.6245
0.026636,304.35,271.41,8.4629,6.6225
0.026637,283.29,271.59,8.4987,6.622
0.026638,262.04,271.78,8.4989,6.6231
0.026639,240.93,271.97,8.4635,6.6257
0.02664,220.31,272.15,8.3929,6.6298
0.026641,200.49,272.32,8.2883,6.6353
0.026642,181.79,272.48,8.1514,6.6423
0.026643,164.49,272.62,7.9841,6.6505
0.026644,148.89,272.74,7.7892,6.6599
0.026645,135.22,272.85,7.5698,6.6704
0.026646,123.7,272.92,7.3292,6.6817
0.026647,114.51,272.97,7.0712,6.6938
0.026648,107.8,273,6.8,6.7065
0.026649,103.68,272.99,6.5197,6.7195
0.02665,102.21,272.96,6.2349,6.7327
0.026651,103.42,272.89,5.95,6.7458
0.026652,107.29,272.8,5.6695,6.7588
0.026653,113.76,272.68,5.3978,6.7713
0.026654,122.73,272.52,5.1394,6.7833
0.026655,134.07,272.35,4.8982,6.7945
0.026656,147.59,272.15,4.678,6.8048
0.026657,163.08,271.92,4.4825,6.814
0.026658,180.31,271.68,4.3147,6.8219
0.026659,198.98,271.42,4.1773,6.8286
0.02666,218.83,271.15,4.0725,6.8339
0.026661,239.52,270.87,4.002,6.8376
0.026662,260.74,270.59,3.967,6.8399
0.026663,282.15,270.3,3.968,6.8405
0.026664,303.41,270.01,4.0051,6.8397
0.026665,324.19,269.73,4.0777,6.8373
0.026666,344.15,269.46,4.1848,6.8334
0.026667,362.97,269.2,4.3246,6.8281
0.026668,380.37,268.96,4.4951,6.8215
0.026669,396.07,268.74,4.6935,6.8137
0.02667,409.8,268.54,4.9169,6.8048
0.026671,421.37,268.36,5.1616,6.7951
0.026672,430.56,268.21,5.4238,6.7846
0.026673,437.25,268.09,5.6995,6.7735
0.026674,441.33,268,5.9843,6.7621
0.026675,442.71,267.94,6.2738,6.7505
0.026676,441.39,267.9,6.5633,6.7389
0.026677,437.37,267.9,6.8484,6.7275
0.026678,430.72,267.93,7.1245,6.7165
0.026679,421.54,267.98,7.3872,6.7062
0.02668,409.97,268.06,7.6325,6.6966
0.026681,396.19,268.17,7.8565,6.6879
0.026682,380.41,268.3,8.0555,6.6803
0.026683,362.88,268.44,8.2265,6.6739
0.026684,343.88,268.6,8.3667,6.6689
0.026685,323.7,268.78,8.474,6.6653
0.026686,302.66,268.97,8.5465,6.6632
0.026687,281.09,269.16,8.5831,6.6627
0.026688,259.32,269.35,8.5833,6.6637
0.026689,237.71,269.54,8.5469,6.6664
0.02669,216.59,269.72,8.4746,6.6705
0.026691,196.3,269.9,8.3675,6.6762
0.026692,177.14,270.06,8.2271,6.6832
0.026693,159.44,270.21,8.0558,6.6916
0.026694,143.46,270.33,7.8562,6.7012
0.026695,129.46,270.44,7.6314,6.7119
0.026696,117.67,270.51,7.385,6.7235
0.026697,108.26,270.57,7.1208,6.7358
0.026698,101.39,270.59,6.843,6.7487
0.026699,97.176,270.59,6.556,6.762
0.0267,95.674,270.55,6.2644,6.7755
0.026701,96.915,270.48,5.9726,6.7889
0.026702,100.88,270.39,5.6853,6.8021
0.026703,107.51,270.26,5.4072,6.815
0.026704,116.7,270.11,5.1425,6.8272
0.026705,128.31,269.92,4.8955,6.8386
0.026706,142.16,269.72,4.67,6.8491
0.026707,158.02,269.49,4.4698,6.8585
0.026708,175.65,269.24,4.298,6.8666
0.026709,194.78,268.98,4.1573,6.8734
0.02671,215.09,268.7,4.0499,6.8788
0.026711,236.28,268.41,3.9777,6.8826
0.026712,258,268.12,3.9418,6.8848
0.026713,279.92,267.82,3.9428,6.8855
0.026714,301.68,267.53,3.9807,6.8845
0.026715,322.94,267.25,4.055,6.882
0.026716,343.38,266.97,4.1645,6.878
0.026717,362.65,266.7,4.3076,6.8726
0.026718,380.46,266.46,4.4821,6.8658
0.026719,396.52,266.23,4.6852,6.8578
0.02672,410.58,266.02,4.9137,6.8487
0.026721,422.41,265.84,5.1641,6.8386
0.026722,431.82,265.69,5.4325,6.8279
0.026723,438.67,265.56,5.7146,6.8165
0.026724,442.83,265.47,6.0061,6.8048
0.026725,444.25,265.4,6.3023,6.7928
0.026726,442.89,265.37,6.5986,6.7809
0.026727,438.77,265.37,6.8903,6.7693
0.026728,431.96,265.39,7.1728,6.758
0.026729,422.56,265.45,7.4417,6.7473
0.02673,410.72,265.53,7.6927,6.7374
0.026731,396.61,265.64,7.9218,6.7285
0.026732,380.46,265.77,8.1254,6.7207
0.026733,362.52,265.92,8.3004,6.7142
0.026734,343.08,266.09,8.4438,6.709
0.026735,322.43,266.27,8.5535,6.7052
0.026736,300.89,266.45,8.6277,6.7031
0.026737,278.82,266.65,8.6652,6.7025
0.026738,256.55,266.85,8.6653,6.7035
0.026739,234.44,267.04,8.628,6.7061
0.02674,212.83,267.23,8.554,6.7103
0.026741,192.06,267.41,8.4443,6.716
0.026742,172.46,267.57,8.3007,6.7232
0.026743,154.35,267.72,8.1254,6.7317
0.026744,138,267.85,7.9211,6.7415
0.026745,123.68,267.96,7.691,6.7524
0.026746,111.62,268.04,7.4389,6.7642
0.026747,102,268.09,7.1685,6.7768
0.026748,94.973,268.12,6.8843,6.7899
0.026749,90.659,268.11,6.5906,6.8034
0.02675,89.126,268.07,6.2922,6.8172
0.026751,90.398,268.01,5.9936,6.8309
0.026752,94.458,267.91,5.6997,6.8443
0.026753,101.24,267.78,5.4151,6.8574
0.026754,110.65,267.62,5.1443,6.8698
0.026755,122.53,267.43,4.8915,6.8815
0.026756,136.69,267.22,4.6609,6.8922
0.026757,152.92,266.99,4.456,6.9017
0.026758,170.96,266.73,4.2802,6.91
0.026759,190.52,266.46,4.1362,6.9169
0.02676,211.31,266.18,4.0264,6.9223
0.026761,232.98,265.88,3.9525,6.9261
0.026762,255.2,265.58,3.9157,6.9284
0.026763,277.61,265.28,3.9166,6.929
0.026764,299.87,264.98,3.9554,6.928
0.026765,321.62,264.69,4.0313,6.9254
0.026766,342.52,264.41,4.1433,6.9212
0.026767,362.23,264.14,4.2896,6.9156
0.026768,380.44,263.88,4.468,6.9086
0.026769,396.86,263.65,4.6757,6.9003
0.02677,411.24,263.44,4.9094,6.891
0.026771,423.34,263.25,5.1654,6.8807
0.026772,432.96,263.09,5.4399,6.8696
0.026773,439.96,262.97,5.7284,6.8579
0.026774,444.21,262.87,6.0264,6.8458
0.026775,445.66,262.8,6.3292,6.8336
0.026776,444.26,262.77,6.6322,6.8213
0.026777,440.05,262.77,6.9304,6.8093
0.026778,433.09,262.79,7.2193,6.7977
0.026779,423.47,262.85,7.4942,6.7867
0.02678,411.36,262.93,7.7508,6.7766
0.026781,396.93,263.04,7.9851,6.7674
0.026782,380.42,263.18,8.1933,6.7593
0.026783,362.07,263.33,8.3721,6.7526
0.026784,342.19,263.5,8.5187,6.7472
0.026785,321.07,263.68,8.6309,6.7433
0.026786,299.05,263.87,8.7067,6.741
0.026787,276.48,264.07,8.7449,6.7403
0.026788,253.71,264.27,8.745,6.7413
0.026789,231.1,264.47,8.7069,6.7439
0.02679,209.01,264.67,8.6311,6.7481
0.026791,187.78,264.85,8.519,6.7539
0.026792,167.75,265.02,8.3721,6.7612
0.026793,149.23,265.17,8.1928,6.7699
0.026794,132.52,265.3,7.9839,6.7798
0.026795,117.89,265.41,7.7487,6.7908
0.026796,105.56,265.49,7.4909,6.8028
0.026797,95.722,265.55,7.2145,6.8156
0.026798,88.545,265.57,6.9239,6.829
0.026799,84.138,265.57,6.6237,6.8427
0.0268,82.574,265.53,6.3185,6.8567
0.026801,83.878,265.46,6.0133,6.8706
0.026802,88.031,265.36,5.7129,6.8843
0.026803,94.969,265.22,5.4219,6.8976
0.026804,104.58,265.06,5.1451,6.9103
0.026805,116.73,264.87,4.8867,6.9221
0.026806,131.21,264.66,4.6509,6.9329
0.026807,147.8,264.42,4.4415,6.9426
0.026808,166.24,264.16,4.2618,6.951
0.026809,186.23,263.88,4.1146,6.958
0.02681,207.47,263.59,4.0023,6.9635
0.026811,229.62,263.29,3.9267,6.9673
0.026812,252.33,262.98,3.889,6.9696
0.026813,275.24,262.67,3.89,6.9701
0.026814,297.99,262.37,3.9295,6.969
0.026815,320.21,262.07,4.0071,6.9663
0.026816,341.56,261.78,4.1215,6.962
0.026817,361.7,261.5,4.271,6.9562
0.026818,380.31,261.24,4.4533,6.9489
0.026819,397.09,261,4.6654,6.9404
0.02682,411.78,260.79,4.9042,6.9308
0.026821,424.14,260.6,5.1658,6.9202
0.026822,433.97,260.44,5.4462,6.9088
0.026823,441.12,260.31,5.7409,6.8968
0.026824,445.46,260.21,6.0454,6.8844
0.026825,446.93,260.14,6.3548,6.8718
0.026826,445.51,260.1,6.6643,6.8593
0.026827,441.2,260.1,6.969,6.8469
0.026828,434.08,260.13,7.2641,6.835
0.026829,424.25,260.18,7.5449,6.8237
0.02683,411.87,260.27,7.807,6.8133
0.026831,397.13,260.38,8.0463,6.8038
0.026832,380.26,260.52,8.259,6.7955
0.026833,361.51,260.67,8.4416,6.7886
