"time","slack.i[1]","slack.i[2]","slack.i[3]","der(slack.i[1])","der(slack.i[2])","der(slack.i[3])","busBar1.v[1]","busBar1.v[2]","busBar1.v[3]","busBar2.v[1]","busBar2.v[2]","busBar2.v[3]","piLine1.v[1]","piLine1.v[2]","piLine1.v[3]"
0.0204,-12.10321624838906,11.99235371348407,0.1108625349049683,-2155.064113085926,-2215.388833441782,4370.452946527199,89106.40876625438,-34804.5666533778,-54301.84211287648,88846.14150982173,-35006.96582651954,-53839.17568330214,260.2672564326494,202.3991731417409,-462.6664295743394
0.0205,-12.31271500545717,11.7649337673337,0.5477812381234122,-2034.566411180525,-2332.635991258466,4367.202402438955,88708.85684299204,-32186.68260695997,-56522.174236032,88460.77898422844,-32402.09231810166,-56058.68666612671,248.0778587636014,215.4097111416886,-463.4875699052864
0.0206,-12.51006259934654,11.52590325195673,0.9841593473897681,-1912.060837861309,-2447.581118980618,4359.641956842253,88223.75998797573,-29537.03419075405,-58686.7257972216,87988.11634977719,-29765.24185651815,-58222.87449325893,235.6436381985404,228.2076657640973,-463.8513039626705
0.0207,-12.69506427180832,11.27549806161348,1.419566210194819,-1787.668291321349,-2560.110779647503,4347.779070969035,87651.59693323493,-26858.23628785137,-60793.36064538347,87428.62006742472,-27099.01669482453,-60329.60337260009,222.9768658102112,240.7804069731537,-463.7572727833831
0.0208,-12.86753744852772,11.01396531599546,1.853572132532226,-1661.511531960863,-2670.113920075322,4331.62545203604,86992.93233462657,-24152.93254836675,-62839.99978625975,86782.8422924554,-24406.0480753585,-62376.79421709685,210.0900421711704,253.1155269917508,-463.2055691629066
0.0209,-13.02731191930283,10.74156311634797,2.285748802954823,-1533.715061235426,-2777.481980452537,4311.197041687964,86248.41621458794,-21423.79278047576,-64824.62343411209,86051.42032957092,-21688.99363302215,-64362.42669654868,196.9958850170224,265.2008525463898,-462.1967375634122
0.021,-13.17423000601942,10.45856029075305,2.715669715266334,-1404.404998926777,-2882.109001438018,4286.514000364759,85418.78332064298,-18673.51031563622,-66745.27300500666,85235.07600393356,-18950.53477251322,-66284.54123142024,183.7073167094204,277.0244568770031,-460.7317735864199
0.0211,-13.30814671826169,10.16523612883057,3.142910589431069,-1273.70895856686,-2983.891728767449,4257.600687334564,84504.85240029525,-15904.79935059552,-68600.05304969965,84334.61494882309,-16193.37402210648,-68141.24092671651,170.2374514721596,288.5746715109599,-458.8121229831449
0.0212,-13.42892989640453,9.8618801061168,3.567049790287711,-1141.755921244913,-3082.729715211164,4224.485636456605,83507.52539302288,-13120.39226880533,-70387.13312421748,83350.92581059923,-13420.2323665896,-69930.69344400951,156.5995824236452,299.8400977842739,-456.4396802079718
0.0213,-13.53646034203374,9.548791598381827,3.987668743651901,-1008.676108662333,-3178.525419614471,4187.201528276641,82427.78654017333,-10323.03694389005,-72104.74959628319,82284.97937168078,-10633.84656197186,-71651.13280970884,142.8071684925526,310.809618081812,-453.6167865743482
0.0214,-13.63063193558213,9.226279586183248,4.404352349398841,-874.6008545059718,-3271.184303184515,4145.785157690488,81266.70141363586,-7515.494027826437,-73751.20738580935,81137.82759251173,-7836.966434638027,-73300.86115787363,128.8738211241289,321.4724068115902,-450.3462279357191
0.0215,-13.7113517410568,8.894662349940083,4.816689391116666,-739.6624748377365,-3360.614922788086,4100.277397626005,80025.41586425097,-4700.534226514103,-75324.88163773679,79910.60257340362,-5032.352167602373,-74878.25040580115,114.813290847349,331.8179410882694,-446.6312319356366
0.0216,-13.77854009775562,8.554267155828184,5.224272941927404,-603.9941375290184,-3446.729021195571,4050.72315872476,78705.15489099354,-1880.935565422416,-76824.21932557104,78604.51543728729,-2222.771576540451,-76381.74386074675,100.6394537062442,341.8360111180348,-442.4754648242961
0.0217,-13.83213069887776,8.205429932804531,5.626700766073201,-467.7297311023276,-3529.441614175557,3997.171345278083,77307.22143204724,940.5193519841603,-78247.74078403132,77220.85513445509,589.0026217101936,-77809.85775616519,86.36629759214702,351.5167302739667,-437.8830278661335
0.0218,-13.87207065697288,7.848494941094693,6.023575715878185,-331.0037319052684,-3608.671074401415,3939.674806306666,75832.99507896147,3761.046090340606,-79594.041169302,75760.98717059156,3400.195545483917,-79161.1827160754,72.00790836990927,360.8505448566884,-432.8584532265959
0.0219,-13.89832055612456,7.483814432442287,6.414506123682236,-193.9510719819726,-3684.339211959352,3878.290283940998,74283.9307151612,6577.861130282482,-80861.79184544361,74226.35225912601,6208.032886764594,-80434.38514589057,57.57845603518945,369.828243517888,-427.4066995530447
0.022,-13.91085449085191,7.111748302481272,6.799106188370581,-56.70700574503303,-3756.371351530749,3813.078357275836,72661.55708015268,9388.184615443648,-82049.74169559624,72618.46489943894,9009.743649091008,-81628.20854852986,43.09218071373471,378.4409663526403,-421.5331470663805
0.0221,-13.90966009167506,6.732663735562154,7.176996356112875,80.59302350465327,-3824.69640608778,3744.103382583328,70967.47526084221,12189.24309583848,-83156.71835668062,70938.91188223416,11802.5628821954,-82741.47476442947,28.56337860805797,386.6802136430724,-415.2435922511504
0.0222,-13.89473853732238,6.34693484238516,7.547803694937199,217.8135172421212,-3889.246947040678,3671.433429798357,69203.35711145634,14978.27226492302,-84181.62937637929,69189.35072356733,14583.73441067717,-83773.08513424445,14.00638788900687,394.5378542458548,-408.5442421348416
0.0223,-13.86610455356361,5.954942290796585,7.911162262766999,354.8190552659157,-3949.959270818687,3595.140215552917,67370.94360362407,17752.51968763074,-85123.46329125474,67371.50802906103,17350.51355401037,-84722.02158307133,-0.5644254369690316,402.0061336203653,-401.4417081834108
0.0224,-13.82378639868371,5.557072930119173,8.266713468564495,491.4744296515334,-4006.773461694257,3515.299032042651,65472.04310824756,20509.24751669452,-85981.29062494199,65487.17778998389,20100.16983521738,-85587.3476252012,-15.13468173633737,409.0776814771307,-393.942999740786
0.0225,-13.76782583559388,5.153719409377462,8.614106426216372,627.6447781144543,-4059.63345091088,3431.988672796681,63508.52961085886,23245.73519457062,-86754.26480542941,63538.21961279122,22829.98967551938,-86368.20928831051,-29.69000193235843,415.7455190512374,-386.0555171189044
0.0226,-13.69827809061387,4.745279789798958,8.952998300814903,763.195716971929,-4108.487072037227,3345.291355065482,61482.34086222184,25959.28213830146,-87441.62300052324,61526.55688390424,25537.27907230983,-87063.83595621398,-44.2160216823977,422.0030659916338,-377.7870443092543
0.0227,-13.61521179897174,4.332157151976723,9.283054646995003,897.9934738276256,-4153.286112437806,3255.292638609671,59395.47646600683,28647.21040466383,-88042.6868706706,59454.17487156705,28219.36625780982,-87673.54112937686,-58.69840556021518,427.8441468540113,-369.1457412937452
0.0228,-13.51870893706929,3.91475919807766,9.603949738991563,1031.905019589567,-4193.986360852537,3162.081341262751,57249.99590542266,31306.86733297642,-88556.86323839902,57323.11876662603,30873.60433578125,-88196.72310240724,-73.12286120337376,433.2629971951756,-360.14013599178
0.0229,-13.40886474157965,3.493497849488974,9.91536689209064,1164.798199700821,-4230.547651059839,3065.749451359382,55048.01651075559,33935.62816295528,-88983.64467371081,55135.49166416837,33497.37389369023,-88632.8655578585,-87.47515341277904,438.2542692650459,-350.7791158523032
0.023,-13.28578761545883,3.068788840300997,10.21699877515783,1296.541864512102,-4262.933901551596,2966.392037039349,52791.71136981993,36530.8986250354,-89322.60999485527,52893.45248801624,36088.08558774758,-88981.53807576378,-101.7411181963034,442.813037287815,-341.071919091497
0.0231,-13.14959902097355,2.641051307030981,10.50854771394253,1427.005999036296,-4291.113150958381,2864.10715192165,50483.30718338294,39090.11750060131,-89573.42468398418,50599.21386016244,38643.1826982965,-89242.39655845892,-115.9066767795011,446.9348023048078,-331.028125525263
0.0232,-13.0004333598246,2.210707374983002,10.78972598484155,1556.061850930219,-4315.057589755307,2758.995738825089,48125.08206767942,41610.75914960128,-89735.84121728064,48255.03991714635,41160.14365297048,-89415.18357011677,-129.9578494669258,450.615496630795,-320.6576471638691
0.0233,-12.83843784051096,1.778181741662112,11.0602560988488,1683.582057661606,-4334.743587662713,2651.161530001471,45719.3633061866,44090.33600304849,-89809.69930923503,45863.2440756354,43636.48451518458,-89499.72859081988,-143.8807694487987,453.8514878639107,-309.9707184151484
0.0234,-12.66377233305266,1.343901257649012,11.31987107540363,1809.440772196194,-4350.151716962528,2540.710944766626,43268.52505287634,46526.40101795134,-89794.92607082763,43426.18674936178,46069.76143548133,-89495.94818484303,-157.6616964854402,456.6395824700085,-298.9778859845974
0.0235,-12.47660921121845,0.9082945053499163,11.56831470586852,1933.513787192219,-4361.266771663873,2427.752984471508,40774.98598921109,48916.55009225007,-89691.5360814611,40946.27301967818,48457.57306331649,-89403.84608299464,-171.2870304670942,458.977028933572,-287.6899984664633
0.0236,-12.27713318240902,0.4717913760372354,11.80534180637173,2055.678657433652,-4368.077782684769,2312.399125251045,38241.20693719827,51258.42443737433,-89499.63137457255,38425.95026201943,50797.56291688367,-89223.51317890306,-184.7433248211528,460.8615204906528,-276.1181956694927
0.0237,-12.06554110538389,0.03482264560053183,12.03071845978331,2175.814821011349,-4370.578028319439,2194.763207308455,35669.68843085516,53549.71290608363,-89219.40133693875,35867.70573067171,53087.42170871405,-88955.12743938569,-198.0172998165508,462.2911973695809,-264.2738975530665
0.0238,-11.84204179597787,-0.4021804505790079,12.24422224655686,2293.803718053825,-4368.765041108115,2074.961323054581,33062.96824848477,55788.15427328954,-88851.12252177428,33274.06410412909,55324.88962463957,-88598.95372876861,-211.0958556443293,463.2646486499652,-252.1687930056651
0.0239,-11.60685582102607,-0.8387866432056902,12.44564246423171,2409.52890777343,-4362.640610240093,1953.111702466809,30423.61890819334,57971.53946761347,-88395.15837580677,30647.5849935431,57507.75855396157,-88155.34354750461,-223.9660853497553,463.780913651899,-239.8148283021583
0.024,-11.36021528069179,-1.274565054679445,12.63478033537121,2522.876183383554,-4352.210779767413,1829.334596384223,27754.24512912771,60097.71375147151,-87851.9588805992,27990.86041669806,59633.87426858954,-87624.73468528753,-236.6152875703483,463.8394828819728,-227.2241953116609
0.0241,-11.10236357941169,-1.709085624320277,12.81144920373196,2633.733684815656,-4337.485842646607,1703.752157830915,25057.48126093025,62164.57884754176,-87222.060108472,25306.51224000172,61701.13854900503,-87007.65078900673,-249.0309790714637,463.4402985367342,-214.4093194652669
0.0242,-10.83355518568252,-2.141919532786285,12.97547471846876,2741.99200906365,-4318.480330686796,1576.488321622674,22335.98868395463,64170.09500951006,-86506.08369346466,22597.18959101557,63707.51125493973,-86304.70084595532,-261.2009070609383,462.5837545703325,-201.3828475093469
0.0243,-10.55405538093384,-2.572639625266454,13.12669500620023,2847.544318209198,-4295.213000102412,1447.668681893541,19592.45318280446,66112.28303505348,-85704.73621785791,19865.56624409135,65651.01233875836,-85516.57858284964,-273.113061286891,461.2706962951197,-188.1576350082614
0.0244,-10.26413999773019,-3.000820833030994,13.26496083076116,2950.286444902964,-4267.706812858388,1317.420367956078,16829.58229578856,67989.22621907384,-84818.80851486238,17114.33798168346,67529.72379954088,-84644.06178122426,-284.7556858949029,459.5024195329606,-174.7467336381233
0.0245,-9.964095147553214,-3.426040592922776,13.39013574047598,3050.116995072216,-4235.988914228603,1185.87191915635,14050.10264290665,69799.07224525487,-83849.17488816149,14346.21993392698,69341.79157589654,-83688.0115098235,-296.1172910203277,457.2806693583261,-161.1633783379948
0.0246,-9.654216938445551,-3.847879264376162,13.50209620282169,3146.937448021808,-4200.090605931783,1053.153157909757,11256.75723500572,71540.03501407387,-82796.79224907956,11563.94389913685,71085.42737570526,-82649.37127484209,-307.1866641311281,454.6076383686159,-147.420974237466
0.0247,-9.334811182787695,-4.265920543551966,13.60073172633962,3240.65225365485,-4160.047315236941,919.3950615822374,8452.302766758534,73210.39640546714,-81662.69917222565,8770.255647851089,72758.91044094716,-81529.16608879821,-317.9528810925549,451.4859645199758,-133.5330834274355
0.0248,-9.006193095498263,-4.67975187417847,13.68594496967669,3331.168926766116,-4115.898560024439,784.7296332588598,5639.506896139593,74808.50797440637,-80448.01487054596,5967.912213087242,74360.58924588007,-80328.50145896725,-328.4053169476492,447.9187285263033,-119.5134115787077
0.0249,-8.668686982951769,-5.088964854693721,13.75765183764548,3418.398138301714,-4067.687910002604,649.2897717010075,2821.145513079924,76332.79257771559,-79153.93809079549,3159.67916948151,75888.88312687504,-79048.56229635651,-338.5336564015861,443.9094508405542,-105.3757944389799
0.025,-8.322625922935973,-5.493155641291379,13.81578156422734,3502.253803587444,-4015.462943120551,513.2091395327686,-5.22745209491294e-11,77781.74593052029,-77781.74593052024,348.3279040087085,77342.28384239873,-77690.61174640746,-348.3279040087608,439.4620881215669,-91.13418411277235
0.0251,-7.968351435936611,-5.891925346463822,13.86027678240039,3582.65316720541,-3959.275199103726,376.6220318982012,-2821.145513080028,79153.93809079556,-76332.79257771553,-2463.367119050796,78719.35706141732,-76255.98994236653,-357.7783940292315,434.5810293782415,-76.80263534899859
0.0252,-7.606213148100528,-6.284880432656204,13.89109358075667,3659.516884687206,-3899.180128451892,239.6632437651853,-5639.506896139618,80448.01487054597,-74808.50797440636,-5272.631096169624,80018.74377892171,-74746.11268275203,-366.8757999699947,429.271091624265,-62.39529165432032
0.0253,-7.236568446196713,-6.671633100640573,13.90820154683729,3732.769100820344,-3835.237037718711,102.4679368991942,-8452.302766758719,81662.69917222572,-73210.39640546702,-8076.69162296931,81239.16165710117,-73162.47003413179,-375.6111437894097,423.5375151245535,-47.92637133522658
0.0254,-6.859782124918535,-7.051801672227211,13.91158379714576,3802.337524505296,-3767.509030979466,-34.82849352641188,-11256.75723500575,82796.79224907959,-71540.03501407383,-10872.7814302486,82379.40629085623,-71506.62486060768,-383.9758047571522,417.3859582233563,-33.41015346614586
0.0255,-6.476226026873013,-7.425010966933151,13.90123699380612,3868.153500121461,-3696.062947773323,-172.0905523487204,-14050.10264290676,83849.17488816153,-69799.07224525478,-13658.14111494258,83438.35239637955,-69780.21128143702,-391.961527964173,410.8224917819898,-18.8609638177586
0.0256,-6.086278675622053,-7.790892672242571,13.87717134786457,3930.152075250126,-3620.969296739229,-309.1827785108981,-16829.58229578858,84818.80851486241,-67989.22621907381,-16430.02186332247,84414.95492171493,-67984.93305839245,-399.5604324661108,403.8535931474762,-4.293160681365407
0.0257,-5.690324902123242,-8.149085707086234,13.83941060920947,3988.272064775677,-3542.302186174662,-445.9698786006509,-19592.45318280441,85704.73621785789,-66112.28303505349,-19185.68816374347,85308.25007808348,-66122.56191433998,-406.7650190609347,396.4861397744098,10.27887928648852
0.0258,-5.288755464947105,-8.499236578184103,13.7879920431312,4042.456111284788,-3460.139251005921,-582.3168602791221,-22335.98868395466,86506.08369346468,-64170.09500951003,-21922.42050626322,86117.35629101632,-64194.93578475314,-413.5681776914389,388.7274024483631,24.84077524310123
0.0259,-4.881966664646114,-8.840999728900911,13.72296639354701,4092.650741656456,-3374.561576104286,-718.0891655521683,-25057.48126093028,87222.060108472,-62164.57884754174,-24637.51806646975,86841.47507036825,-62203.95700389853,-419.963194460528,380.5850381037453,39.37815635678271
0.026,-4.470359952654064,-9.174037880268907,13.64439783292295,4138.806419835872,-3285.653616268195,-853.1528035678596,-27754.24512912789,87851.95888059924,-60097.71375147137,-27328.30137087063,87479.89179833159,-60151.590427461,-425.9437582572609,372.0670822676475,53.87667598963162
0.0261,-4.054341535101595,-9.498022363840288,13.55236389894183,4180.877595750005,-3193.50311297084,-987.3744827790188,-30423.61890819337,88395.15837580679,-57971.53946761345,-29992.11494120527,88031.97643466761,-58039.86149346235,-431.5039669881007,363.1819411391771,68.32202584890911
0.0262,-3.634321971939161,-9.81263344604311,13.44695541798225,4218.822750289007,-3098.201007808958,-1120.621742479431,-33062.96824848479,88851.12252177428,-55788.15427328951,-32626.32991508032,88497.18413847682,-55870.85422339646,-436.6383334044694,353.9383832974563,82.69995010695129
0.0263,-3.210715771766989,-10.11756064372418,13.32827641549119,4252.604436123607,-2999.841352308866,-1252.763083814742,-35669.68843085533,89219.40133693877,-53549.71290608346,-35228.34664035303,88875.05580593523,-53646.70916558223,-441.3417905023016,344.3455310035351,96.99625949876645
0.0264,-2.78394098276204,-10.4125030305539,13.19644401331591,4282.189314801441,-2898.521215559908,-1383.668099242115,-38241.2069371983,89499.63137457256,-51258.42443737429,-37795.5972406617,89165.21852332965,-51369.62128266803,-445.6096965366014,334.4128512429161,111.1968452937435
0.0265,-2.354418780116189,-10.69716953400546,13.05158831412159,4307.548189608685,-2794.340588282411,-1513.207601326201,-40774.98598921111,89691.5360814611,-48916.55009225002,-40325.54814961277,89367.38593509198,-49041.83778547923,-449.437839598344,324.1501463691238,125.2876932292129
0.0266,-1.922573050386677,-10.97127922260853,12.89385227299521,4328.656034382187,-2687.402284147782,-1641.253750234115,-43268.52505287629,89794.92607082763,-46526.40101795136,-42815.70261110532,89481.35852639777,-46665.65591529245,-452.8224417709716,313.567544429854,139.2548973410885
0.0267,-1.488829973171421,-11.23456158319477,12.7233915563662,4345.492018205984,-2577.811838309495,-1767.680179896853,-45719.36330618662,89809.69930923503,-44090.33600304845,-45263.60314332801,89507.02382006365,-44243.42067673572,-455.7601628586126,302.675489171379,153.08467368727
0.0268,-1.05361760051997,-11.48675678785728,12.54037438837721,4358.039526129214,-2465.677403592747,-1892.362122537049,-48125.08206767937,89735.84121728064,-41610.7591496013,-47666.83396398089,89444.3564875148,-41777.522523534,-458.2481036984827,291.4847297658416,166.7633739326993
0.0269,-0.617365434501185,-11.72761595037874,12.34498138487988,4366.286175205174,-2351.109642984827,-2015.17653222013,-50483.30718338289,89573.42468398418,-39090.11750060134,-50023.02337439667,89293.41837385864,-39270.394999462,-460.2838089862198,280.0063101255364,180.2774988606616
0.027,-0.1805040033336782,-11.95690137184539,12.13740537517905,4370.223826976657,-2234.221621009851,-2136.002205966442,-52791.71136982007,89322.60999485524,-36530.89862503521,-52329.84610009461,89054.35843679277,-36724.51233669816,-461.8652697254583,268.2515580624749,193.613711662947
0.0271,0.2565355634929004,-12.17438677522848,11.91785121173557,4369.848595444717,-2115.128692014227,-2254.719903430635,-55048.01651075555,88983.64467371082,-33935.62816295531,-54585.02558555138,88727.41259961497,-34142.38701406364,-462.9909252041762,256.232074095853,206.7588511083377
0.0272,0.693321960690761,-12.37985752869257,11.6865355680018,4365.16085089981,-1993.948386313034,-2371.212464587213,-57249.99590542273,88556.863238399,-31306.86733297631,-56786.33624088819,88312.90351839655,-31526.56727750844,-463.6596645345417,243.9597200024582,219.6999445321271
0.0273,1.129424132819565,-12.57311085741135,11.44368672459175,4356.165219550257,-1870.80029420207,-2485.364925347969,-59395.47646600692,88042.68687067057,-28647.21040466371,-58931.6056382583,87811.24026356002,-28879.63462530175,-463.8708277486148,231.4466071105562,232.4242206380368
0.0274,1.56441169968675,-12.75395604367932,11.18954434399255,4342.87057907968,-1745.805948109254,-2597.064630970352,-61482.34086222191,87441.62300052321,-25959.28213830134,-61018.71665575996,87222.91791615848,-26204.20126039855,-463.624206461951,218.7050843647303,244.9191220972134
0.0275,1.99785538108045,-12.92221461513033,10.92435923404988,4325.290049744911,-1619.088702430592,-2706.201347314319,-63508.52961085887,86754.2648054294,-23245.73519457057,-63045.60956679371,86548.51707931305,-23502.90751251939,-462.9200440651621,205.747726116344,257.1723179488181
0.0276,2.429327420417545,-13.07772052087,10.64839310045243,4303.440981333331,-1490.773611679199,-2812.667369654423,-65472.04310824761,85981.29062494196,-20509.24751669439,-65010.28407277335,85788.70330523929,-20778.41923246602,-461.7590354742642,192.5873197026667,269.1717157716266
0.0277,2.858402006887317,-13.22032029534402,10.36191828845666,4277.344936226433,-1360.987307342036,-2916.357628884397,-67370.94360362409,85123.46329125472,-17752.51968763069,-66910.80127716064,84944.22643840036,-18033.42516123979,-460.1423264634504,179.2368528543593,280.9054736090911
0.0278,3.284655695675794,-13.34987320979168,10.06521751411586,4247.027668049693,-1229.857872811349,-3017.169795238289,-69203.35711145637,84181.62937637928,-14978.27226492298,-68745.28559892908,84015.91987551098,-15270.63427658196,-458.0715125272836,165.7095008682954,292.3620116589827
0.0279,3.707667825854448,-13.46625141112809,9.758583585273623,4212.519096263176,-1097.514716976448,-3115.004379286419,-70967.4752608422,83156.71835668063,-12189.24309583851,-70511.92662353543,83004.69974307604,-12492.77311954065,-455.5486373067688,152.0186136045959,303.530023702142
0.028,4.127020935521973,-13.56934004811898,9.442319112596991,4173.853276658189,-964.0884465588085,-3209.764830099417,-72661.55708015278,82049.74169559615,-9388.184615443442,-72208.9808895779,81911.56399327962,-9702.583103701792,-452.5761905748805,138.1777023165341,314.39848825835
0.0281,4.542301173787347,-13.65903738472178,9.116736210934414,4131.068367924036,-829.7107374102002,-3301.357630514091,-74283.93071516116,80861.79184544363,-6577.861130282514,-73834.77360936413,80737.59141910795,-6902.817809743889,-449.1571057970286,124.2004263356794,324.9566794613747
0.0282,4.953098709193131,-13.73525490049729,8.782156191304134,4084.206593467914,-694.5142039405521,-3389.692389527466,-75832.99507896144,79594.041169302,-3761.046090340639,-75387.70032177756,79483.94058977261,-4096.240267995134,-445.294757183874,110.1005795293895,335.194177654495
0.0283,5.359008134168145,-13.79791737795952,8.43890924379135,4033.314200194523,-558.6322687937683,-3474.681931400854,-77307.2214320473,78247.74078403127,-940.5193519840336,-76866.22847564101,78151.84870728831,-1285.620231647383,-440.9929564062913,95.89207674295176,345.1008796633494
0.0284,5.759628865116219,-13.84696297680885,8.087334111692604,3978.441412732267,-422.1990310174443,-3556.24238171486,-78705.15489099351,76824.21932557106,1880.935565422383,-78268.89894217317,76742.63038551957,1526.268556653525,-436.2559488203406,81.58894005148613,354.6670087688581
0.0285,6.154565537743692,-13.88234329496103,7.727777757217312,3919.642383869898,-285.3491337209219,-3634.293250148567,-80025.41586425099,75324.88163773676,4700.53422651415,-79594.32745497314,75257.67635281515,4336.65110215796,-431.0884092778433,67.20528492161247,363.8831243561899
0.0286,6.543428397236076,-13.90402341631423,7.360595019078158,3856.975141111249,-148.2176312015959,-3708.757509909708,-81266.70141363591,73751.20738580928,7515.494027826561,-80841.20597612334,73698.45207952781,7142.753896595458,-425.4954375125672,52.75530628146953,372.7401312311031
0.0287,6.925833682897753,-13.91198194520273,6.986148262304961,3790.501529651211,-10.93985587540925,-3779.561673776293,-82427.78654017334,72104.74959628316,10323.0369438901,-82008.30398704173,72066.49633174985,9941.807655291746,-419.4825531316164,38.25326453331218,381.2292885983534
0.0288,7.301404006880452,-13.90621102752015,6.604807020639642,3720.287150875572,126.348715715376,-3846.635866590657,-83507.52539302289,70387.13312421743,13120.39226880537,-83094.46970290129,70363.41965278077,12731.05005012047,-413.0556901216041,23.71347143666935,389.3422186849057
0.0289,7.669768726618085,-13.8867163584665,6.216947631848409,3646.401297837202,263.5125963793332,-3909.913894215953,-84504.85240029525,68600.05304969968,15904.79935059549,-84098.63120928104,68590.90277369313,15507.72843558789,-406.2211910142069,9.150276006548665,397.0709150076
0.029,8.030564310605396,-13.85351717692695,5.82295286632157,3568.916886936453,400.4164219411307,-3969.333308877985,-85418.78332064298,66745.27300500663,18673.51031563626,-85019.7975200097,66750.69495464952,18269.10256536006,-398.9858006332797,-5.421949642885011,404.4077502762048
0.0291,8.38343469716062,-13.80664624648593,5.423211549325267,3487.910385908993,536.9250848705146,-4024.835470779908,-86248.41621458794,64824.62343411212,21423.79278047572,-85857.05955515466,64844.61225859806,21012.44729655646,-391.3566594332806,-19.9888244859394,411.34548391926
0.0292,8.728031645815246,-13.74614982309349,5.018118177278195,3403.461738356728,672.9038676237626,-4076.365605980127,-86992.93233462656,62839.99978625977,24152.93254836671,-86609.59103817452,62874.53575903817,23735.05527913631,-383.3412964520394,-34.53597277839435,417.8772692303974
0.0293,9.064015080984168,-13.67208760941441,4.608072528430252,3315.65428496387,808.2185755028686,-4123.872860466376,-87651.59693323495,60793.36064538339,26858.23628785149,-87276.64931134337,60842.40968361894,26434.2396277244,-374.9476218915806,-49.04903823554923,423.9966601270935
0.0294,9.391053427578996,-13.58453269590964,4.193479268330652,3224.574681235727,942.7356691196294,-4167.310350355284,-88223.75998797573,58686.72579722161,29537.03419075402,-87857.57606866542,58750.23949542476,29107.33657324057,-366.1839193103078,-63.51369820315449,429.697617513455
0.0295,9.708823938236735,-13.48357148871049,3.774747550473736,3130.312811609818,1076.322396450245,-4206.635208060317,-88708.85684299204,56522.17423603202,32186.68260695994,-88351.79800558095,56600.0899138509,31751.70809172994,-357.0588374110957,-77.91567781887716,434.9745152299984
0.0296,10.01701301182844,-13.36930362433945,3.352290612510986,3032.961701157558,1208.846923531418,-4241.808624688976,-89106.40876625439,54301.84211287638,34804.56665337791,-88758.82738470765,54394.08287694483,34364.74450776272,-347.5813815467409,-92.24076406845415,439.822145615195
0.0297,10.3153165029469,-13.24184187138313,2.926525368436208,2932.617423648541,1340.178464666311,-4272.795888314707,-89416.02342201152,52027.92062749618,37388.10279451527,-89078.26251719188,52134.39544731857,36943.86706987324,-337.7609048196464,-106.474819822397,444.2357246420288
0.0298,10.60344002206139,-13.10131201920379,2.497871997142384,2829.379006737637,1470.187411494621,-4299.566418232039,-89637.39525797848,49702.65386586361,39934.74139211478,-89309.78815912701,49823.25766365128,39486.53049547566,-327.6070988514693,-120.6037977876695,448.210896639117
0.0299,10.88109922604461,-12.94785275379978,2.066753527755145,2723.348334236172,1598.745460903885,-4322.093795139986,-89770.3058068797,47328.33658553943,42441.96922134018,-89453.17582266108,47462.95033991045,41990.22548275055,-317.1299842186127,-134.6137543710211,451.7437385896264
0.03,11.14802009878083,-12.78161552093365,1.63359542215281,2614.630045924596,1725.725741447237,-4340.355787371979,-89814.62390204988,44907.31195102492,44907.31195102488,-89508.28400145078,45055.80281444435,44452.48118700633,-306.3399005990941,-148.4908634194362,454.8307640185449
0.0301,11.40393922159663,-12.6027643766873,1.198825155090649,2503.33143343559,1851.002939030752,-4354.334372466633,-89770.30580687968,42441.96922133994,47328.33658553966,-89475.05831039615,42604.19065125287,46870.86765914317,-295.2474964835274,-162.2214299129337,457.4689263964901
0.0302,11.64860403321546,-12.41147582554749,0.7628717923320103,2389.562335049106,1974.453420191963,-4364.015755240852,-89637.39525797847,39934.74139211468,49702.6538658637,-89353.53153924423,40110.53329555544,49242.99824368872,-283.8637187342392,-175.7919034407605,459.6556221749779
0.0303,11.88177307900721,-12.20793864621983,0.3261655672126098,2273.435027109766,2095.955354219583,-4369.390381329204,-89416.02342201151,37388.10279451516,52027.92062749627,-89143.82362024802,37577.29168610001,51566.53193414794,-272.1998017634905,-189.188891584854,461.38869334833
0.0304,12.10321624927487,-11.9923537053273,-0.1108625439475801,2155.064113223726,2215.388833384152,-4370.452946607734,-89106.40876625438,34804.56665337781,54301.84211287647,-88846.1415098079,35006.96582651419,53839.17568329362,-260.2672564464738,-202.3991731363858,462.666429582845
0.0305,12.31271500634519,-11.76493375917933,-0.5477812471658704,2034.566411155488,2332.635991267703,-4367.20240242301,-88708.85684299203,32186.68260695983,56522.17423603211,-88460.77898423088,32402.09231810285,56058.68666612796,-248.0778587611421,-215.4097111430201,463.487569904144
0.0306,12.51006260023604,-11.52590324380389,-0.9841593564321619,1912.060837733825,2447.581119025727,-4359.641956759589,-88223.75998797573,29537.03419075407,58686.72579722159,-87988.1163497899,29765.24185652308,58222.87449326673,-235.6436381858366,-228.2076657690159,463.8513039548561
0.0307,12.69506427269759,-11.27549805346041,-1.419566219237188,1787.668291213221,2560.110779683262,-4347.779070896701,-87651.59693323493,26858.23628785138,60793.36064538347,-87428.62006743549,27099.01669482852,60329.60337260686,-222.9768657994427,-240.7804069771373,463.7572727766019
0.0308,12.86753744941599,-11.01396530784139,-1.853572141574634,1661.511531918655,2670.113920088962,-4331.625452007726,-86992.93233462657,24152.93254836675,62839.99978625974,-86782.84229245958,24406.04807536028,62376.79421709921,-210.090042166994,-253.1155269935225,463.2055691605274
