"time","capacitor.v1","capacitor.v2","capacitor.i","inductor.i"
0.061,9.363172218770249,-0.9095598471483988,0.1473929441812842,1.056952791329683
0.0611,9.362858602369826,-0.9195410887366272,0.04594908717243129,0.9654901759090585
0.0612,9.353304945781037,-0.9286148165294207,-0.0555400868985263,0.8730747296308944
0.0613,9.334520679074245,-0.9367720770684388,-0.1569744222344429,0.7797976548339959
0.0614,9.306524440677139,-0.9440049504003692,-0.2582539160169457,0.6857510343834236
0.0615,9.269343721553781,-0.9503061239571459,-0.3592784796700954,0.5910276442870505
0.0616,9.223015273986894,-0.9556694531311112,-0.4599484735482573,0.4957209795828539
0.0617,9.167584907283809,-0.9600897532144785,-0.5601646372443803,0.3999251159700982
0.0618,9.103107145994326,-0.9635624472889006,-0.6598278909741921,0.3037345563147085
0.0619,9.029645733740654,-0.9660842410975543,-0.7588399909950425,0.2072442501025118
0.062,8.947273226146876,-0.9676527128139654,-0.8571032823973965,0.1105494304165688
0.0621,8.856070746918915,-0.9682661226755123,-0.9545206231620167,0.01374549951349553
0.0622,8.756128420420904,-0.9679239987136879,-1.050995992663027,-0.08307199394933888
0.0623,8.647544913985202,-0.9666267184346194,-1.14643421768061,-0.1798074992459903
0.0624,8.530427237116513,-0.9643754001645191,-1.240740962902412,-0.2763655627378926
0.0625,8.404891093397822,-0.9611723962131058,-1.333823281532347,-0.3726508853192416
0.0626,8.271060380624647,-0.957020877044826,-1.425589321337773,-0.4685684442929469
0.0627,8.129067051666739,-0.9519248142627771,-1.515948398430245,-0.564023584167468
0.0628,7.979051360343362,-0.9458893612392855,-1.604811462856476,-0.658922101617191
0.0629,7.821161329567985,-0.9389204509512404,-1.692090793038243,-0.753170342087003
0.063,7.655552692223456,-0.9310248773916965,-1.777700169298732,-0.8466752919070353
0.0631,7.482389005104113,-0.922210546901406,-1.861555226582828,-0.9393446796814221
0.0632,7.30184109679419,-0.9124861009966676,-1.943573147004229,-1.031087046007561
0.0633,7.1140871059861,-0.9018610989561748,-2.023672948482408,-1.121811849526233
0.0634,6.919312438049713,-0.8903461276856621,-2.101775697032594,-1.211429569346932
